9	"\\t"
10	"\\n"
32	" "
33	"!"
34	"\""
35	"#"
36	"$"
37	"%"
38	"&"
39	"'"
40	"("
41	")"
42	"*"
43	"+"
44	","
45	"-"
46	"."
47	"/"
48	"0"
49	"1"
50	"2"
51	"3"
52	"4"
53	"5"
54	"6"
55	"7"
56	"8"
57	"9"
58	":"
59	";"
60	"<"
61	"="
62	">"
63	"?"
64	"@"
65	"A"
66	"B"
67	"C"
68	"D"
69	"E"
70	"F"
71	"G"
72	"H"
73	"I"
74	"J"
75	"K"
76	"L"
77	"M"
78	"N"
79	"O"
80	"P"
81	"Q"
82	"R"
83	"S"
84	"T"
85	"U"
86	"V"
87	"W"
88	"X"
89	"Y"
90	"Z"
91	"["
92	"\\"
93	"]"
94	"^"
95	"_"
96	"`"
97	"a"
98	"b"
99	"c"
100	"d"
101	"e"
102	"f"
103	"g"
104	"h"
105	"i"
106	"j"
107	"k"
108	"l"
109	"m"
110	"n"
111	"o"
112	"p"
113	"q"
114	"r"
115	"s"
116	"t"
117	"u"
118	"v"
119	"w"
120	"x"
121	"y"
122	"z"
123	"{"
124	"|"
125	"}"
126	"~"
160	" "
161	"!"
162	"C/"
163	"PS"
164	"$?"
165	"Y="
166	"|"
167	"SS"
168	"\""
169	"(c)"
170	"a"
171	"<<"
172	"!"
174	"(r)"
175	"-"
176	"deg"
177	"+-"
178	"2"
179	"3"
180	"'"
181	"u"
182	"P"
183	"*"
184	","
185	"1"
186	"o"
187	">>"
188	"1/4"
189	"1/2"
190	"3/4"
191	"?"
192	"A"
193	"A"
194	"A"
195	"A"
196	"A"
197	"A"
198	"AE"
199	"C"
200	"E"
201	"E"
202	"E"
203	"E"
204	"I"
205	"I"
206	"I"
207	"I"
208	"D"
209	"N"
210	"O"
211	"O"
212	"O"
213	"O"
214	"O"
215	"x"
216	"O"
217	"U"
218	"U"
219	"U"
220	"U"
221	"Y"
222	"Th"
223	"ss"
224	"a"
225	"a"
226	"a"
227	"a"
228	"a"
229	"a"
230	"ae"
231	"c"
232	"e"
233	"e"
234	"e"
235	"e"
236	"i"
237	"i"
238	"i"
239	"i"
240	"d"
241	"n"
242	"o"
243	"o"
244	"o"
245	"o"
246	"o"
247	"/"
248	"o"
249	"u"
250	"u"
251	"u"
252	"u"
253	"y"
254	"th"
255	"y"
256	"A"
257	"a"
258	"A"
259	"a"
260	"A"
261	"a"
262	"C"
263	"c"
264	"C"
265	"c"
266	"C"
267	"c"
268	"C"
269	"c"
270	"D"
271	"d"
272	"D"
273	"d"
274	"E"
275	"e"
276	"E"
277	"e"
278	"E"
279	"e"
280	"E"
281	"e"
282	"E"
283	"e"
284	"G"
285	"g"
286	"G"
287	"g"
288	"G"
289	"g"
290	"G"
291	"g"
292	"H"
293	"h"
294	"H"
295	"h"
296	"I"
297	"i"
298	"I"
299	"i"
300	"I"
301	"i"
302	"I"
303	"i"
304	"I"
305	"i"
306	"IJ"
307	"ij"
308	"J"
309	"j"
310	"K"
311	"k"
312	"k"
313	"L"
314	"l"
315	"L"
316	"l"
317	"L"
318	"l"
319	"L"
320	"l"
321	"L"
322	"l"
323	"N"
324	"n"
325	"N"
326	"n"
327	"N"
328	"n"
329	"'n"
330	"ng"
331	"NG"
332	"O"
333	"o"
334	"O"
335	"o"
336	"O"
337	"o"
338	"OE"
339	"oe"
340	"R"
341	"r"
342	"R"
343	"r"
344	"R"
345	"r"
346	"S"
347	"s"
348	"S"
349	"s"
350	"S"
351	"s"
352	"S"
353	"s"
354	"T"
355	"t"
356	"T"
357	"t"
358	"T"
359	"t"
360	"U"
361	"u"
362	"U"
363	"u"
364	"U"
365	"u"
366	"U"
367	"u"
368	"U"
369	"u"
370	"U"
371	"u"
372	"W"
373	"w"
374	"Y"
375	"y"
376	"Y"
377	"Z"
378	"z"
379	"Z"
380	"z"
381	"Z"
382	"z"
383	"s"
384	"b"
385	"B"
386	"B"
387	"b"
388	"6"
389	"6"
390	"O"
391	"C"
392	"c"
393	"D"
394	"D"
395	"D"
396	"d"
397	"d"
398	"3"
399	"@"
400	"E"
401	"F"
402	"f"
403	"G"
404	"G"
405	"hv"
406	"I"
407	"I"
408	"K"
409	"k"
410	"l"
411	"l"
412	"W"
413	"N"
414	"n"
415	"O"
416	"O"
417	"o"
418	"OI"
419	"oi"
420	"P"
421	"p"
422	"YR"
423	"2"
424	"2"
425	"SH"
426	"sh"
427	"t"
428	"T"
429	"t"
430	"T"
431	"U"
432	"u"
433	"Y"
434	"V"
435	"Y"
436	"y"
437	"Z"
438	"z"
439	"ZH"
440	"ZH"
441	"zh"
442	"zh"
443	"2"
444	"5"
445	"5"
446	"ts"
447	"w"
448	"|"
449	"||"
450	"|="
451	"!"
452	"DZ"
453	"Dz"
454	"dz"
455	"LJ"
456	"Lj"
457	"lj"
458	"NJ"
459	"Nj"
460	"nj"
461	"A"
462	"a"
463	"I"
464	"i"
465	"O"
466	"o"
467	"U"
468	"u"
469	"U"
470	"u"
471	"U"
472	"u"
473	"U"
474	"u"
475	"U"
476	"u"
477	"@"
478	"A"
479	"a"
480	"A"
481	"a"
482	"AE"
483	"ae"
484	"G"
485	"g"
486	"G"
487	"g"
488	"K"
489	"k"
490	"O"
491	"o"
492	"O"
493	"o"
494	"ZH"
495	"zh"
496	"j"
497	"DZ"
498	"Dz"
499	"dz"
500	"G"
501	"g"
502	"HV"
503	"W"
504	"N"
505	"n"
506	"A"
507	"a"
508	"AE"
509	"ae"
510	"O"
511	"o"
512	"A"
513	"a"
514	"A"
515	"a"
516	"E"
517	"e"
518	"E"
519	"e"
520	"I"
521	"i"
522	"I"
523	"i"
524	"O"
525	"o"
526	"O"
527	"o"
528	"R"
529	"r"
530	"R"
531	"r"
532	"U"
533	"u"
534	"U"
535	"u"
536	"S"
537	"s"
538	"T"
539	"t"
540	"Y"
541	"y"
542	"H"
543	"h"
544	"N"
545	"d"
546	"OU"
547	"ou"
548	"Z"
549	"z"
550	"A"
551	"a"
552	"E"
553	"e"
554	"O"
555	"o"
556	"O"
557	"o"
558	"O"
559	"o"
560	"O"
561	"o"
562	"Y"
563	"y"
564	"l"
565	"n"
566	"t"
567	"j"
568	"db"
569	"qp"
570	"A"
571	"C"
572	"c"
573	"L"
574	"T"
575	"s"
576	"z"
577	"[?]"
578	"[?]"
579	"B"
580	"U"
581	"^"
